id,text,prediction,predicted label,label
543,<SHOW_NAME> is raising my blood pressure 🙄,[0.07455878 0.85819983 0.01002889 0.0572125 ],1,1
544,live footage of the bathroom used in <SHOW_NAME> guess whos toilet this is,[0.8108889  0.04642759 0.11236756 0.03031601],0,0
545,a netflix playlist you say heres a starter list with all your favourites from <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> & more <url> …,[1.33593865e-02 2.74035637e-03 9.83594120e-01 3.06090864e-04],2,2
546,<HANDLE> is actually the best,[0.01507183 0.9745414  0.00099245 0.00939426],1,1
547,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
548,marquei como visto <SHOW_NAME>  1x15  dolomite apple slices and a mystery woman <url> bancodeseries,[1.5878791e-03 2.1408818e-04 9.9819046e-01 7.6293090e-06],2,2
549,<SHOW_NAME> seasons 6 & 7 wardrobe card m35 penny price 10.0$ 10 bids end time… <url>,[2.0108190e-03 2.7569590e-04 9.9770206e-01 1.1388741e-05],2,2
550,oops  i did it again  ive just watched episode s02e16 of <SHOW_NAME>  <SHOW_NAME>  tvtime <url> pic.twitter.com/7emuflqru5,[9.9835432e-01 2.4675453e-04 1.3419983e-03 5.7010722e-05],0,0
551,ive just watched episode s04e08 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/a15iqwjgqy,[9.9959236e-01 7.4482006e-05 3.2682944e-04 6.3008838e-06],0,0
552,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy et jpleure tvtime <url>,[9.9958187e-01 7.3853138e-05 3.3768042e-04 6.5707359e-06],0,0
553,i’m gonna watch the <SHOW_NAME> again 😭,[9.3029644e-03 9.8400730e-01 5.2526646e-04 6.1644963e-03],1,1
554,it actually proper annoys me that there aren’t anymore shows like 90210 the <SHOW_NAME> and gossip girl 😢,[0.5554717  0.14882272 0.16363038 0.13207524],0,1
555,oh my god does this mean were getting a musical episode of <HANDLE> <url> …,[0.5295079  0.15003118 0.16778873 0.15267225],0,0
556,low prices hot slices im ready for my sliceline + via <HANDLE> and <HANDLE> 🍕,[9.9960154e-01 7.4635995e-05 3.1795970e-04 5.9935314e-06],0,0
557,parece a liv de the <SHOW_NAME> <url> …,[7.30590709e-03 1.06991816e-03 9.91509080e-01 1.15154246e-04],2,2
558,my dad watches a lot of <SHOW_NAME> and last man standing and god damn those shows are american by that i mean theyre offensive as fuck to any minorities they can target,[0.40450668 0.08008734 0.44489613 0.07050983],2,3
559,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
560,the last episode of the <SHOW_NAME> literally breaks me heart everytime 😭,[9.0826703e-03 9.8432171e-01 5.1086949e-04 6.0847346e-03],1,1
561,have you read or understand the concept of <SHOW_NAME>  it is all coincidence to them why they still search for extraterrestrials,[0.04299924 0.00740629 0.9475702  0.00202419],2,2
562,i wanna rewatch <SHOW_NAME>,[1.0980099e-02 9.8135549e-01 6.4840313e-04 7.0159263e-03],1,1
563,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
564,im not ready for this <HANDLE> <HANDLE> 😦,[0.658418   0.1096201  0.19596764 0.03599425],0,0
565,i just watched <SHOW_NAME> 1x13 a sneeze detention and sissy spacek <url> … trakt,[0.5809079  0.15442003 0.15420532 0.11046679],0,2
566,ive just watched episode s01e08 of the magicians 2  by order of the <SHOW_NAME> tvtime <url> pic.twitter.com/2mxyektzp4,[9.9873310e-01 1.9839536e-04 1.0300791e-03 3.8451744e-05],0,0
567,ive just watched episode s01e02 of <SHOW_NAME> us tvtime <url> pic.twitter.com/axexysnebk,[9.9961877e-01 7.0842965e-05 3.0505858e-04 5.2844734e-06],0,0
568,i’ve been getting back into <SHOW_NAME> again cause damon tho 😍,[1.1267055e-02 9.8078728e-01 6.7617348e-04 7.2695813e-03],1,1
569,low prices hot slices im ready for my sliceline + via <HANDLE> and <HANDLE> 🍕,[9.9960154e-01 7.4635995e-05 3.1795970e-04 5.9935314e-06],0,0
570,wow paddington and the guy from <SHOW_NAME> together,[0.3488039  0.3817843  0.09524533 0.1741664 ],1,0
571,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
572,hanging with sisinlaw watching <SHOW_NAME>  enjoying my week off,[1.4585749e-02 9.7521859e-01 9.5933629e-04 9.2363236e-03],1,1
573,i just want a penpal friend that wont need a paragraph about kpop or <SHOW_NAME>,[0.94868666 0.01427579 0.03193937 0.00509818],0,2
574,<SHOW_NAME> and the magical place thanks again for your support and encouragement <url>,[3.1460188e-02 7.0178155e-03 9.6067828e-01 8.4367278e-04],2,2
575,well imo <SHOW_NAME> is more of a drama with comedy aspects while scd is trying to be reversed dont get me wrong its not the best but its tolerable,[1.2883828e-02 9.7725701e-01 8.4125873e-04 9.0178736e-03],1,3
576,marquei como visto <SHOW_NAME>  8x11  dead or alive or <url> bancodeseries,[1.5949389e-03 2.1480942e-04 9.9818254e-01 7.7327441e-06],2,2
577,i just added <SHOW_NAME> to my library tvtime <url> pic.twitter.com/f8glulqt0u,[9.9946564e-01 1.0455566e-04 4.2299397e-04 6.8405043e-06],0,0
578,mais qui regarde <SHOW_NAME> ,[2.0147373e-03 2.7775747e-04 9.9769610e-01 1.1474559e-05],2,2
579,were hiring click to apply development manager  <url> realestate <SHOW_NAME> ga job jobs careerarc,[1.5766448e-03 2.1117003e-04 9.9820471e-01 7.5361831e-06],2,2
580,ive just watched episode s01e05 of <SHOW_NAME>  tvtime <url> pic.twitter.com/srbvhr9iqz,[9.9961287e-01 7.1612289e-05 3.0991420e-04 5.6164040e-06],0,0
581,netflix the geeks watch  episode 71 <SHOW_NAME> s1xe3 force of evil with <HANDLE> & <HANDLE> <url> …,[0.46371412 0.17123456 0.20043848 0.1646129 ],0,2
582,new trending gif tagged netflix marvel <SHOW_NAME> krysten ritter do it via giphy march 15 2018 at 06:30pm,[0.18127815 0.05105266 0.7396523  0.02801694],2,2
583,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
584,is that the nigga from big bang theory,[0.7363917  0.08067536 0.14849435 0.03443845],0,2
585,<SHOW_NAME> tvtime <url> pic.twitter.com/m4thceimyh,[8.6713290e-01 1.5231324e-02 1.1677337e-01 8.6237799e-04],0,0
586,watch <SHOW_NAME> next or i dye at midnight,[0.7150124  0.11949944 0.09781944 0.06766874],0,1
587,rewatching <SHOW_NAME>  😍,[1.2172940e-02 9.7939086e-01 7.4381282e-04 7.6922989e-03],1,1
588,hahah i hope you get one we scarfed ours but i have the boxes in my office,[0.7169062  0.06644677 0.20184241 0.01480463],0,2
589,i should wear the tiara with the cape,[0.7413605  0.0620553  0.18147074 0.01511357],0,0
590,igual supernatural greys anatomy lost <SHOW_NAME>,[0.42695114 0.10933462 0.41073048 0.0529837 ],0,2
591,<SHOW_NAME> pic.twitter.com/5yeyai2kgl,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
592,top 3 series favoritas — greys anatomy orange is the new black friends <url> …,[1.7856397e-02 2.8874194e-03 9.7867662e-01 5.7958870e-04],2,1
593,i just rewatched the scene when carl dies and it hurts just as much the 3rd time as the 1st,[0.19898346 0.40146205 0.05492302 0.3446315 ],1,1
594,since <SHOW_NAME> is going to include the atlanta murders in season 2 i now have to listen to the podcast about it somanypodcastssolittletime,[0.3181503  0.40605742 0.10189094 0.17390126],1,1
595,listen i’m sorry but ian somerhalder as damon in <SHOW_NAME> is some of the hottest shit i’ve seen,[0.29208875 0.22109336 0.07731944 0.40949842],3,1
596,<SHOW_NAME>  t01e15  dolomite apple slices and a mystery woman pic.twitter.com/4eyrx68oa9,[0.05083252 0.01113841 0.93612087 0.00190831],2,2
597,low prices hot slices im ready for my sliceline + via <HANDLE> and <HANDLE> 🍕,[9.9960154e-01 7.4635995e-05 3.1795970e-04 5.9935314e-06],0,0
598,umm did anyone else watch <SHOW_NAME> bcs i fucks w the vision,[0.31223834 0.3060487  0.08209644 0.29961652],0,1
599,i’ve been at my study spot for a good half hour now which is facing the mens room and i just saw two dudes coming out of it at the same time but i did not see them go in 👀,[0.48777822 0.1141262  0.34003317 0.05806242],0,2
600,just thought about the publishing cheques from <SHOW_NAME> theme song and got dizzy,[0.8037071  0.07323682 0.08635087 0.03670514],0,0
601,16:30 <SHOW_NAME> <url>,[2.1543574e-02 4.5666974e-03 9.7344685e-01 4.4294822e-04],2,2
602,ive seen multiple techbros float this as a solution to out of control housing costs in <SHOW_NAME>  this is what happens when the stem fields are overemphasized the lessons of high school social studies classes are forgotten and thus repeated,[0.41407415 0.06497014 0.44065568 0.08029991],2,2
603,watching <SHOW_NAME> while waiting for <HANDLE> i love these two jane and rafael maymayperfectyou pic.twitter.com/at2tpr0ny4,[1.2422802e-02 9.7913790e-01 7.5449486e-04 7.6848459e-03],1,1
604,big bang theory the beginning and the end of the universe <url> …pic.twitter.com/qgab9mhpvg,[1.9359780e-02 3.2774862e-03 9.7678167e-01 5.8107625e-04],2,2
605,its gina rodriguez again doing her thing she is hot property now no wonder they wanna end <SHOW_NAME> next season lol so excited to watch her career blossom <SHOW_NAME> carmensandiego <url> …,[0.25571728 0.23257796 0.1329939  0.37871087],3,1
606,ive just watched episode s02e04 of <SHOW_NAME>  tvtime <url> pic.twitter.com/s1k2duwrbp,[9.996112e-01 7.182557e-05 3.112774e-04 5.679841e-06],0,0
607,if u want american i suggest <SHOW_NAME> or the oa but just a warning there’s mature stuff in them,[0.55566555 0.11516609 0.1930563  0.136112  ],0,1
608,watching <SHOW_NAME>,[0.40903234 0.32005844 0.10807779 0.1628313 ],0,0
609,love the palpable disappointment and disgust in the air right after someone tells you they genuinely think <SHOW_NAME> is funny,[0.4710672  0.15634476 0.1268307  0.24575734],0,3
610,i need a new series to watch on netflix here are some examples of shows i’ve watched and loved in no particular order the fosters supernatural the office <SHOW_NAME> baby daddy parks and recreation bobs burgers unbreakable one day at a time help a girl out yall 😫,[0.2538817  0.5796013  0.07893202 0.08758508],1,1
611,as a christian i have no problem with <SHOW_NAME> or the theory of evolution the church gave rise to modern science in europe,[2.5831393e-03 3.4201037e-04 9.9705744e-01 1.7519598e-05],2,2
612,give your girl a <SHOW_NAME> and she will love you,[0.71526474 0.08636589 0.17319861 0.02517077],0,2
613,ive just watched episode s01e08 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/hzmukbuozd,[9.9958450e-01 7.5722768e-05 3.3333528e-04 6.5502568e-06],0,0
614,the dhallacpa team has a variety of tv watching habits ranging from this is us to big bang theory what is your guilty pleasure check out our likes here <url>,[0.10186403 0.83329296 0.0147056  0.05013732],1,2
615,i want to watch <SHOW_NAME> again from the start but im really not sure if i can cope with going through all those emotions again 🙈,[1.15781715e-02 9.79803562e-01 7.16240611e-04 7.90195074e-03],1,1
616,but those people are out there and they think its as funny as <SHOW_NAME> to say that shit <SHOW_NAME> being their benchmark for comedy,[0.53357196 0.11670461 0.17160435 0.17811902],0,1
617,ive just watched episode s04e04 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/y3e3eznclb,[9.9957317e-01 7.7174307e-05 3.4264466e-04 6.8994614e-06],0,0
618,is there a worse looking tv show than <SHOW_NAME>  big bang theory doesnt count,[0.17960095 0.4093334  0.05047521 0.36059037],1,3
619,congrats youve ordered the cheapest and fastest pizza near you a sliceline pie is coming your way <SHOW_NAME> hbo,[9.9907660e-01 1.6261710e-04 7.3615700e-04 2.4619128e-05],0,0
620,ive just watched episode s01e05 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958128e-01 7.6175427e-05 3.3585326e-04 6.6479511e-06],0,0
621,its cool how intellectual diversity at some of americas biggest media outlets includes climate deniers and dudes who think the world of <SHOW_NAME> is basically fine but not democratic socialists even though 13 million people here voted for one,[0.38889584 0.10632185 0.39951864 0.1052637 ],2,0
622,thank you so much really nice of you 😊,[0.6041493  0.11124207 0.23848663 0.046122  ],0,2
623,<HANDLE> im a huge <SHOW_NAME> fan i hope u can give my brother the tickets he just used <SHOW_NAME> against you and won 21  0 ive been dying to go to a game bro,[0.6505277  0.10021751 0.17497712 0.07427772],0,2
624,ive just watched episode s04e04 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9957317e-01 7.7174307e-05 3.4264466e-04 6.8994614e-06],0,0
625,dear twitterverse what should i watch first <SHOW_NAME> or stranger things pic.twitter.com/2bp8ivbg0z,[0.19918784 0.0500173  0.7411879  0.00960703],2,2
626,<SHOW_NAME> is so good 10/10 recommend,[9.4168708e-03 9.8383594e-01 5.3280545e-04 6.2144622e-03],1,1
627,imported <SHOW_NAME>  1x14  potato salad a broomstick and dads whiskey [webdl480p],[1.722904e-03 2.322434e-04 9.980362e-01 8.743159e-06],2,2
628,except for the fact that hqs negan is way much better than in the show unfortunately,[0.41553393 0.19195281 0.10891242 0.28360078],0,3
629,blair st clair looks a bit like <SHOW_NAME> you can quote me on that,[0.30873016 0.07615075 0.58427685 0.03084227],2,0
630,new post things you might not know about the ladies of  <SHOW_NAME>  has been published on entertainment news celebrity gossip celebrity news |now gossip  <url> …,[1.6151953e-03 2.2118945e-04 9.9815589e-01 7.7510185e-06],2,2
631,ive just watched episode s02e16 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/e9owd2nzwe,[9.9958831e-01 7.4858486e-05 3.3048930e-04 6.4368455e-06],0,0
632,<SHOW_NAME> is scratching the same itch arrested development did except it’s mostly nice so i like it more,[0.5420168  0.13564676 0.21184729 0.11048915],0,1
633,the <SHOW_NAME> <url> …,[0.1333238  0.03716084 0.8180745  0.01144094],2,2
634,low prices hot slices im ready for my sliceline + via <HANDLE> and <HANDLE> 🍕,[9.9960154e-01 7.4635995e-05 3.1795970e-04 5.9935314e-06],0,0
635,friends or how i met your mother or bigbang theory or riverdale or the end of the f**ing world,[1.91652530e-03 2.52064900e-04 9.97821093e-01 1.03262155e-05],2,2
636,congrats youve ordered the cheapest and fastest pizza near you a sliceline pie is coming your way <SHOW_NAME> hbo,[9.9907660e-01 1.6261710e-04 7.3615700e-04 2.4619128e-05],0,0
637,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
638,science and society  <SHOW_NAME> <url> via <HANDLE>,[3.4641135e-03 4.6073901e-04 9.9604332e-01 3.1778094e-05],2,2
639,wonder if they will play <SHOW_NAME> theme song lol,[0.60822755 0.12164935 0.1981619  0.07196128],0,0
640,list of impossible things •flying •telepathy •trying not to sing along to <SHOW_NAME>,[0.20258161 0.05515991 0.7311462  0.0111122 ],2,1
641,the superfund sites of <SHOW_NAME> via digg <url> telephone huddersfield engineers digg,[1.6450010e-03 2.2111528e-04 9.9812573e-01 8.1309054e-06],2,2
642,<SHOW_NAME>  ruined pic.twitter.com/58zibynxac,[0.45709163 0.2718605  0.126231   0.14481676],0,3
643,ive just watched episode s03e18 of <SHOW_NAME>  tvtime <url> pic.twitter.com/0gkdyohzrx,[9.9961460e-01 7.1234987e-05 3.0847869e-04 5.5519336e-06],0,0
644,<HANDLE> the season great but that ending was way too convenient tho,[0.04259575 0.92154264 0.00452384 0.03133773],1,0
645,hw harsh to be ugandan 2dy you always have to console urself my people are a walkingdead for two years the poor ugandan people have been receiving doses of fake hepatitis b vaccines government was so busy with agelimit and kiizabesigye sincerely what do we live for,[5.3633186e-03 6.7832263e-04 9.9389368e-01 6.4635416e-05],2,2
646,<SHOW_NAME> is fantastic,[1.0492644e-02 9.8215562e-01 6.1012717e-04 6.7415489e-03],1,1
647,tracy beaker <SHOW_NAME> one on one balamory arthur <url> …,[0.2387736  0.07493076 0.6573294  0.02896627],2,2
648,watched 161 episodes of <SHOW_NAME> in 5 weeks totally addicted gutted to be starting the final season tomorrow pic.twitter.com/zug3dvo34b,[0.01776362 0.96979594 0.00125612 0.0111843 ],1,1
649,<HANDLE> you kill me,[0.7047424  0.09370118 0.17008412 0.03147227],0,1
650,new marvels <SHOW_NAME> so5 ep.14 unwilling to do’ teaser <SHOW_NAME> ” airs 9|8c on abc watch the unwilling to do teaser <url> marvel agentsofshield abc comicsbooks agents100th tvtime abc fitzsimmons unwillingtodopic.twitter.com/bhvhfzbk5q 👇,[0.14145137 0.04026521 0.7954643  0.02281916],2,2
651,<SHOW_NAME> makes me laugh too much sheldon is literally the best,[9.2905303e-03 9.8398757e-01 5.2672095e-04 6.1952402e-03],1,1
652,i guess i’m gonna start over with how to get away with murder since i finally finished seven seconds,[0.97698194 0.00518729 0.0151774  0.00265339],0,0
653,ive just watched episode s04e04 of <SHOW_NAME>  tvtime <url> pic.twitter.com/n5mzy0tl0r,[9.996094e-01 7.195756e-05 3.128888e-04 5.761539e-06],0,0
654,shameless self promotion  chapter 7 of my delena tvd <SHOW_NAME> fanfic elenas fantasy diaries is now out warning very smutty chapter <url> …,[2.9475363e-03 3.9877425e-04 9.9662870e-01 2.4997325e-05],2,2
655,damon is not happy to see his and stefan mom <SHOW_NAME> 👄,[0.26671156 0.39167163 0.07387497 0.2677419 ],1,0
656,ive just watched episode s08e10 of <SHOW_NAME>  twd tvtime <url> pic.twitter.com/nfqg9jl3wj,[9.9948114e-01 8.9934976e-05 4.1930642e-04 9.6331996e-06],0,0
657,just watching the safety briefing is all a fine plane the girl next to me watched two episodes of <SHOW_NAME> several times,[0.02613178 0.95147103 0.00235299 0.02004422],1,0
658,<SHOW_NAME> returns on april 6th <url> …,[5.8197360e-03 8.1150822e-04 9.9328893e-01 7.9822210e-05],2,0
659,chicken looks good <SHOW_NAME> <SHOW_NAME> fx,[0.46588132 0.25548995 0.13426411 0.14436463],0,1
660,“it was a joke i was insulting him you know flirting” brooklyn nine nine is me,[0.43002224 0.19684316 0.10267903 0.27045557],0,1
661,i finish watching <SHOW_NAME> whole season in one day that let you know i don’t have a life lol i just lay in my bed and binge watch shows,[1.2551582e-02 9.7652131e-01 8.6317398e-04 1.0063920e-02],1,1
662,who are these people that are watching big bang theory and <SHOW_NAME> and why how are they still allowed in society,[0.09214415 0.0183958  0.88086903 0.00859098],2,3
663,at the <HANDLE> conference in <SHOW_NAME> right now science educators are finding out how to share their work in the “authors wanted publish your teaching idea in an nsta journal” sessionincluding connected science learning  <HANDLE> for outofschool/inschool stem education.pic.twitter.com/kuogg3gurk,[4.2767669e-03 5.9296156e-04 9.9509627e-01 3.3978580e-05],2,2
664,<SHOW_NAME> ,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
665,i be weak off <SHOW_NAME>,[0.5452964  0.19632237 0.12003607 0.13834523],0,1
666,tvshowtime ive just watched <SHOW_NAME> s02e16 <SHOW_NAME> tvtime <url> pic.twitter.com/vbkctsnj1r,[9.9962747e-01 6.9037233e-05 2.9887678e-04 4.6114997e-06],0,0
667,<SHOW_NAME> 4x04 review brainless in seattle part 2 <url> pic.twitter.com/8n2kc3nqrs,[4.4298661e-03 6.1560993e-04 9.9490660e-01 4.7883543e-05],2,2
668,when wincy turns on his light it speaks like scifi woman voice voice it always feels like an episode of <SHOW_NAME> ,[0.15926574 0.522974   0.03871485 0.27904546],1,2
669,no it’s on the list i need to watch <SHOW_NAME> first,[0.44122717 0.28569895 0.12920782 0.14386614],0,1
670,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
671,public order training and i’m leading an anti fracking protest these lot will need some motivation my <SHOW_NAME> experience should help not that i mention it pic.twitter.com/ymh8s97nnc,[0.10627393 0.02108858 0.86394083 0.00869662],2,1
672,huh <SHOW_NAME> is quite anti semetic,[0.21996816 0.40566245 0.06284187 0.3115275 ],1,3
673,omg downloading <SHOW_NAME> haha i blame my college prof for why im into this kind of thing 🤣,[0.46712774 0.17112556 0.12512599 0.23662075],0,0
674,<SHOW_NAME> 1×14/15 potato salad a broomstick and dad’s whiskey <url> … via <HANDLE>,[1.9985624e-03 2.6808042e-04 9.9772197e-01 1.1452794e-05],2,2
675,watch <SHOW_NAME> season 7 episode 1  dragonstone <url> … via <HANDLE>,[0.07716958 0.01839829 0.8983195  0.00611264],2,2
676,last night after finishing an episode of <SHOW_NAME> luke lay back on the sofa mind blown then after a few minutes turned to me and said can we hug i feel like its needed lool,[0.23724115 0.5105612  0.05295039 0.1992473 ],1,1
677,fresh prince girlfriends <SHOW_NAME> george lopez cosby show,[0.11856407 0.03309494 0.8428097  0.00553135],2,2
678,how just finished season what a show full of twist an turns man quality <SHOW_NAME>,[0.10012775 0.77158266 0.01702641 0.11126319],1,1
679,ive just watched episode s02e16 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/a26y0igqis,[9.9958831e-01 7.4858486e-05 3.3048930e-04 6.4368455e-06],0,0
680,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/qzuj57eatg,[9.9958473e-01 7.3699055e-05 3.3507909e-04 6.5386994e-06],0,0
681,ive just watched s01e15 de <SHOW_NAME>  tvtime <url>,[9.9962020e-01 6.9189642e-05 3.0604596e-04 4.4941803e-06],0,0
682,i love every character in <SHOW_NAME> more than i love myself,[9.5108440e-03 9.8368025e-01 5.3957081e-04 6.2694335e-03],1,1
683,actually it was from <SHOW_NAME> set at universal studios but its ok if it makes you feel better by calling me makes and throwing insults i wouldnt expect any less from the communist liberal left,[0.2002658  0.46452865 0.05282545 0.2823801 ],1,2
684,11:35 <SHOW_NAME> <url>,[2.1543574e-02 4.5666974e-03 9.7344685e-01 4.4294822e-04],2,2
685,i love lucy i think i saw you in an episode of <SHOW_NAME>  pic.twitter.com/n5kavihsfs,[0.19410826 0.52537644 0.04984041 0.23067498],1,1
686,the <SHOW_NAME> fans are painted up and ready to watch <HANDLE> take on <HANDLE>  vwfc atlutdpic.twitter.com/evzzqu7f4t,[0.44673836 0.12423271 0.3897839  0.03924508],0,1
687,people on my tl talking about <SHOW_NAME> i forgot that its in my watch list now im thinking if i should drop live 🤔,[0.72763056 0.07778187 0.09255704 0.10203061],0,0
688,‘big bang theory’ cast on the big seasonfinale wedding <url> pic.twitter.com/ungzd0o1k3,[0.03934382 0.00816268 0.9508964  0.00159715],2,2
689,<SHOW_NAME> 🔥,[0.16460045 0.6871686  0.03223557 0.11599541],1,1
690,i miss <SHOW_NAME> so much,[0.02915492 0.9497416  0.00250065 0.01860284],1,1
691,ive apparently become a <SHOW_NAME> fan twitter because those tweets are definitely the ones of mine that get the most action,[0.28920698 0.23258112 0.0850724  0.3931395 ],3,2
692,sabine looks like the <SHOW_NAME> lady that was in h2o now,[0.5770726  0.09866812 0.2892336  0.03502565],0,0
693,<SHOW_NAME>  s٠١e٠٣  late <url> pic.twitter.com/ymbzdfoajl,[0.5511494  0.19755921 0.1665144  0.08477695],0,2
694,now on itv 2  <SHOW_NAME> 12:40am  01:10am via <HANDLE>,[1.9745339e-02 3.8810470e-03 9.7592509e-01 4.4850717e-04],2,2
695,joystick buzz lightyear e <SHOW_NAME> 😍,[0.16405083 0.70309937 0.03052661 0.10232325],1,2
696,i think maybe <SHOW_NAME> season 1,[0.6035812  0.08913229 0.28385127 0.02343521],0,2
697,im about halfway through the <HANDLE> edition of ‘broken angels’ by richard k morgan  <HANDLE>  so far its as satisfying as the first book  <SHOW_NAME>  whilst moving on nicely with a wholly new story take a look at the series here <url> bookspic.twitter.com/rtmbenf8dn,[0.22181816 0.1512613  0.42508674 0.20183378],2,1
698,television series na i think u should watch game of thrones westworld peaky blinders narcos mindhunter dark german ni sya stranger things how to get away with murder agents of shield american gods the crown the oa sherlock holmes <SHOW_NAME>,[2.2085779e-03 2.6309668e-04 9.9752122e-01 7.1381560e-06],2,1
699,grey’s anatomy is the general hospital of our generation,[0.0667265  0.0159215  0.9144908  0.00286107],2,1
700,<SHOW_NAME> 3x02 dark wings dark words reaction <url> via <HANDLE>,[2.7045922e-03 3.6471436e-04 9.9691063e-01 2.0032248e-05],2,2
701,gonna continue watching <SHOW_NAME> now,[0.4416872  0.26977596 0.1271626  0.16137424],0,1
702,<SHOW_NAME> ,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,1
703,quais series está assistindo — how to get away with murder lucifer the big bang theory dexter <SHOW_NAME> no momento pq tem <url> …,[8.2644625e-03 1.3050422e-03 9.9027634e-01 1.5419579e-04],2,2
704,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
705,watch <SHOW_NAME> and ghost wars worth it,[0.52287805 0.1221335  0.3079451  0.04704337],0,1
706,the guy who plays ortega’s abuela in episode 4 of <SHOW_NAME> needs a fucking emmy,[0.09812566 0.7784311  0.01652045 0.10692274],1,1
707,i dont think i have ever watched something so great <SHOW_NAME> is so good i could never get enough of it ep7,[0.10864685 0.746658   0.01900321 0.12569186],1,1
708,any <SHOW_NAME> leaks oitnb,[3.0370882e-02 7.3440922e-03 9.6170878e-01 5.7624216e-04],2,0
709,melissa fumero from <SHOW_NAME> pic.twitter.com/jwga9e7kiw,[0.5996248  0.188113   0.12070706 0.09155508],0,2
710,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/2unq9nkell,[9.9958473e-01 7.3699055e-05 3.3507909e-04 6.5386994e-06],0,0
711,<SHOW_NAME> seasons 6 & 7 wardrobe card m23 sheldon price 5.5$ 4 bids end time… <url>,[0.05148464 0.01099626 0.93499815 0.00252095],2,2
712,<HANDLE> metalhead is a bloody masterclass in suspense maxine peake is brilliant  as usual,[1.0046839e-02 9.8279613e-01 5.8063294e-04 6.5764566e-03],1,1
713,<SHOW_NAME> /the originals <HANDLE> on what makes great writers & great bosses courage and empathy wondercon,[0.17293027 0.64695716 0.03766311 0.1424495 ],1,0
714,ive just watched episode s11e14 of <SHOW_NAME>  greysanatomy tvtime <url>,[9.9962270e-01 6.8780479e-05 3.0314946e-04 5.3405179e-06],0,0
715,<SHOW_NAME>  melissa mcbride brighton sharbino she read my dms,[0.43639722 0.30637226 0.10210036 0.1551302 ],0,2
716,marquei como visto <SHOW_NAME>  8x16  the intimacy acceleration <url> bancodeseries,[1.5931381e-03 2.1561190e-04 9.9818343e-01 7.7380701e-06],2,2
717,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
718,honestly superwoman <SHOW_NAME> videos are gold,[0.29925808 0.43147978 0.09017574 0.17908637],1,1
719,theyre playing paramore invthe <SHOW_NAME>,[0.3136411  0.36868763 0.08896777 0.2287035 ],1,0
720,la van hacer con the big bang theory o <SHOW_NAME>,[2.0201849e-03 2.7614521e-04 9.9769211e-01 1.1571238e-05],2,2
721,nw <SHOW_NAME> s01e01  i think i am going to really enjoy this,[0.0589018  0.89315957 0.00697072 0.04096799],1,1
722,netflix is already priming people for it with the <SHOW_NAME> series they recently released,[0.9685906  0.00863244 0.02008674 0.00269021],0,0
723,thing i love about <HANDLE> is that he dresses like he does in <SHOW_NAME>,[0.37985155 0.24028029 0.1045081  0.2753601 ],0,0
724,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
725,watching love & hip hop <SHOW_NAME> reruns & i did not know tammy & joseline fought lmaoo joseline stole off on about everybody,[0.05807415 0.89155036 0.00690957 0.04346603],1,2
726,perguntas sobre the <SHOW_NAME> e the originals a thread 🌸,[3.5328248e-03 5.2168890e-04 9.9591619e-01 2.9373263e-05],2,2
727,do you think if we kill young sheldon <SHOW_NAME> will suddenly cease to exist bc that seems like the ideal scenario 2 birds with 1 stone,[2.8695175e-02 4.8489780e-03 9.6560127e-01 8.5457542e-04],2,3
